DCA License Number,Business Name,Business Name 2,Industry,Event Type,Event Date,Status
1243663-DCA,GOLDEN KEY 2 CORP.,,Stoop Line Stand,Reinstated,11/1/2018,Inactive
2043327-DCA,,,Tow Truck Driver,Reinstated,11/1/2018,Active
2065662-1-DCA,BIG DADDY'S STATIONARY AND GROCERY CORP,,Tobacco Retail Dealer,Suspended,11/1/2018,Inactive
1218319-DCA,"ARIAS, JOSE D.",D.J.A FLAT FIX,Secondhand Dealer - General,Surrendered,11/2/2018,Inactive
1472754-DCA,"GOLDEN GOURMET DELI, INC.",,Tobacco Retail Dealer,Revoked,11/2/2018,Inactive
2014779-DCA,"STAR GOLD & GEM, INC.",,Pawnbroker,Surrendered,11/2/2018,Inactive
2014789-DCA,"STAR GOLD & GEM, INC.",,Secondhand Dealer - General,Surrendered,11/2/2018,Inactive
2020088-2-DCA,"HASSAN, ZEYAD",COMMUNITY MERRICK DELI,Tobacco Retail Dealer,Revoked,11/2/2018,Inactive
2021738-2-DCA,AIRLINE GROCERY STORE CORP,,Tobacco Retail Dealer,Surrendered,11/2/2018,Inactive
2026232-2-DCA,41-17 CANELA'S DELI GROCERY CORP,,Tobacco Retail Dealer,Surrendered,11/2/2018,Inactive
2056504-2-DCA,N & M EXPRESS DELI INC,,Tobacco Retail Dealer,Suspended,11/2/2018,Inactive
2059599-DCA,"STELLAR LAUNDROMAT, INC",,Laundries,Surrendered,11/2/2018,Inactive
1426418-DCA,AA CAR CARE TOWING & RECOVERY INC.,,Tow Truck Company,Revoked,11/3/2018,Inactive
2008222-DCA,CELL FONE SHOP INC,,Electronic & Appliance Service,Reinstated,11/3/2018,Active
2059337-2-DCA,KARTER'S GROCERY & DELI INC,,Tobacco Retail Dealer,Revoked,11/3/2018,Inactive
2052090-2-DCA,ZUBAIDI II GROCERY CORP,,Tobacco Retail Dealer,Revoked,11/3/2018,Inactive
2036105-DCA,NY NATIONAL WIRELESS LLC,,Secondhand Dealer - General,Suspended,11/4/2018,Inactive
2058438-2-DCA,CROPSEY FINEST INC,,Tobacco Retail Dealer,Suspended,11/4/2018,Inactive
2077276-DCA,NEW RIVERBEND CLEANER INC,NEW RIVERBED CLEANER,Laundries,Suspended,11/4/2018,Inactive
2064678-DCA,CHITTAGONG SUPERMARKET INC,,Stoop Line Stand,Suspended,11/4/2018,Active
1277519-DCA,HABIB EXPRESS DELI CORP.,,Tobacco Retail Dealer,Revoked,11/5/2018,Inactive
1383320-DCA,MABI DELI GROCERY INC.,,Tobacco Retail Dealer,Surrendered,11/5/2018,Inactive
1384906-DCA,IMBABA STATION INC. I.,IMBABA STATION INC. I.,Tobacco Retail Dealer,Revoked,11/5/2018,Inactive
1414241-DCA,APICIO LLC,TERTULIA,Sidewalk Cafe,Surrendered,11/5/2018,Inactive
2025638-2-DCA,EAGLE DELI & GRILL INC,,Tobacco Retail Dealer,Revoked,11/5/2018,Inactive
2044495-1-DCA,MA DELI GROCERY NY CORP,,Tobacco Retail Dealer,Surrendered,11/5/2018,Inactive
2066776-1-DCA,TASNEEM DELI & SMOKE SHOP CORP,,Tobacco Retail Dealer,Surrendered,11/5/2018,Inactive
0881116-DCA,BEN'S FLORIST CORP.,,Stoop Line Stand,Reinstated,11/5/2018,Inactive
2044141-1-DCA,PROSPECT DELI AND SMOKE SHOP CORP,,Tobacco Retail Dealer,Reinstated,11/6/2018,Active
2056572-DCA,CENTRE HOWARD LLC,NICKEL & DINER,Sidewalk Cafe,Reinstated,11/6/2018,Active
2055594-2-DCA,2020 HEALTHY DELI CORP,,Tobacco Retail Dealer,Suspended,11/6/2018,Inactive
1043092-DCA,ANJALI OIL COMPANY INC.,,Tobacco Retail Dealer,Surrendered,11/7/2018,Inactive
1073245-DCA,PHANTOM TOWING & RECOVERY CORP.,,Tow Truck Company,Surrendered,11/7/2018,Inactive
1096606-DCA,"EMERALD CAR PARK, LLC",,Garage,Surrendered,11/7/2018,Inactive
1200498-DCA,757 REST. LLC,ROGUE,Sidewalk Cafe,Surrendered,11/7/2018,Inactive
1330559-DCA,"PARK WEST COLLISION, INC.",,Tow Truck Company,Suspended,11/7/2018,Inactive
1371661-DCA,MILL BASIN MINI MART CORP.,,Tobacco Retail Dealer,Surrendered,11/7/2018,Inactive
2050044-DCA,UGDUR CARRIAGES LLC,,Horse Drawn Cab Owner,Surrendered,11/7/2018,Inactive
2053067-2-DCA,1190 ROGERS FOOD CORP.,,Tobacco Retail Dealer,Surrendered,11/7/2018,Inactive
2058623-DCA,41-17 CANELA'S DELI GROCERY CORP,,Stoop Line Stand,Surrendered,11/7/2018,Inactive
2061756-DCA,Sky Blue Laundromat Inc,,Laundries,Surrendered,11/7/2018,Inactive
2067279-DCA,"LEAVE IT TO STEVE, LLC",,Home Improvement Contractor,Surrendered,11/7/2018,Inactive
2076648-DCA,"107 GROCERY DELI, CORP",,Stoop Line Stand,Surrendered,11/7/2018,Inactive
1229538-DCA,STAPLES THE OFFICE SUPERSTORE EAST INC.,STAPLES STORE #1232,Electronic & Appliance Service,Suspended,11/7/2018,Inactive
2052832-2-DCA,KINGS FOOD & GRILL CORP.,,Tobacco Retail Dealer,Suspended,11/7/2018,Active
2047408-DCA,PARKWIZ LLC,,Garage,Suspended,11/7/2018,Active
0919578-DCA,CORO FOOD CORP.,TRADE FAIR,Stoop Line Stand,Suspended,11/7/2018,Active
1110366-DCA,"THE OTHEROOM, INC.",,Sidewalk Cafe,Reinstated,11/8/2018,Active
1305867-DCA,"CONSUMER RECOVERY ASSOCIATES, LLC",,Debt Collection Agency,Surrendered,11/8/2018,Inactive
1464744-DCA,2520 FOODMART CORP,,Tobacco Retail Dealer,Surrendered,11/8/2018,Inactive
2004734-1183-DCA,1076 BROADWAY DELI CORP,,Tobacco Retail Dealer,Revoked,11/8/2018,Inactive
2024715-DCA,"Veterans Financial Management Group, LLC",,Debt Collection Agency,Surrendered,11/8/2018,Inactive
2038088-DCA,1325 CCPJ CORP,MAXWELL'S,Sidewalk Cafe,Reinstated,11/8/2018,Active
2048384-2-DCA,LIAM DELI GROCERY CORP,,Tobacco Retail Dealer,Surrendered,11/8/2018,Inactive
2056600-DCA,WAYRA RESTAURANT ASSOCIATES LLC,WARIQUE,Sidewalk Cafe,Surrendered,11/8/2018,Inactive
2058309-DCA,ALLIANCE JFK PARKING INC,,Parking Lot,Suspended,11/8/2018,Inactive
2061618-DCA,ANTONIO RODRIGUEZ,PROFESSIONAL DRY CLEANERS,Laundries,Surrendered,11/8/2018,Inactive
2064179-2-DCA,MEME TOBACCO ACCESSORIES CORP,,Tobacco Retail Dealer,Suspended,11/8/2018,Inactive
2073480-1-DCA,2520 FOODMART CORP,,Electronic Cigarette Dealer,Surrendered,11/8/2018,Inactive
2078385-DCA,"BIBENDUM ARM , LLC",,Secondhand Dealer - Auto,Surrendered,11/8/2018,Inactive
1006183-DCA,"520 COLUMBUS AVE., LTD.",GOOD ENOUGH TO EAT,Sidewalk Cafe,Reinstated,11/9/2018,Active
1246135-DCA,111 ST. FAMILY GROCERY CORP.,,Tobacco Retail Dealer,Surrendered,11/9/2018,Inactive
1309981-DCA,"GUZMAN, JOSE A.",RAMBO FLAT FIX,Secondhand Dealer - General,Surrendered,11/9/2018,Inactive
1324998-DCA,GOMEZ FOOD CORP.,,Tobacco Retail Dealer,Surrendered,11/9/2018,Inactive
1389460-DCA,MOONLIGHT DELI GROCERY INC.,,Tobacco Retail Dealer,Reinstated,11/9/2018,Active
2017445-DCA,ALKOC CORP,,Home Improvement Contractor,Surrendered,11/9/2018,Inactive
2055976-DCA,CLEAR WIRELESS & MORE INC,,Electronic & Appliance Service,Suspended,11/9/2018,Active
2064320-DCA,,,Tow Truck Driver,Reinstated,11/9/2018,Active
1227098-DCA,"TUDOR CITY NEWS & CAFE, CORP.",,Tobacco Retail Dealer,Reinstated,11/9/2018,Inactive
2041770-DCA,F & R DELI AND GROCERY CORP,,Stoop Line Stand,Suspended,11/10/2018,Inactive
2046036-1-DCA,FREEMAN DELI CORP,,Tobacco Retail Dealer,Reinstated,11/10/2018,Active
1403466-DCA,A&C GOURMET CORP,,Tobacco Retail Dealer,Surrendered,11/13/2018,Inactive
1422637-DCA,BONAO GROCERY CORP.,,Tobacco Retail Dealer,Suspended,11/13/2018,Inactive
2050828-2-DCA,1 UP BISTRO CORP,,Tobacco Retail Dealer,Surrendered,11/13/2018,Inactive
2060855-DCA,YSP SERVICE LLC,IDEAL CLEANERS,Laundries,Surrendered,11/13/2018,Inactive
1046005-DCA,DUANE READE,,Tobacco Retail Dealer,Reinstated,11/13/2018,Inactive
1236882-DCA,"WALGREEN EASTERN CO., INC.",WALGREENS STORE #10326,Tobacco Retail Dealer,Reinstated,11/13/2018,Inactive
2014535-DCA,UNIQUE POINT INC,,Electronics Store,Surrendered,11/14/2018,Inactive
2015699-DCA,UNIQUE POINT INC,,Electronic & Appliance Service,Surrendered,11/14/2018,Inactive
2024499-DCA,UNIQUE POINT INC,,Secondhand Dealer - General,Surrendered,11/14/2018,Inactive
2037263-DCA,"DOGANIS, GEORGIOS",A PLUS CONSTRUCTION CO,Home Improvement Contractor,Reinstated,11/14/2018,Inactive
2039241-1-DCA,FOOD U DESIRE 2 CORP,,Tobacco Retail Dealer,Surrendered,11/14/2018,Inactive
2047751-1-DCA,"BLUE DELI & GRILL, CORP.",,Tobacco Retail Dealer,Surrendered,11/14/2018,Inactive
2064834-DCA,ACA's Daisy Fresh LLC,A-1 CLEANERS,Laundries,Surrendered,11/14/2018,Inactive
1452283-DCA,141 EXPRESS DELI CORP,,Tobacco Retail Dealer,Revoked,11/15/2018,Inactive
2021928-DCA,"A & M WIRELESS, INC.",,Electronics Store,Suspended,11/15/2018,Inactive
2027064-DCA,"CEDENO, BRYAN",Wycoff Wireless Home Electronics,Electronic & Appliance Service,Reinstated,11/15/2018,Inactive
2039094-1-DCA,141 FINEST DELI CORP,,Tobacco Retail Dealer,Surrendered,11/15/2018,Inactive
2044872-DCA,"E & A JEWELRY, INC.",,Pawnbroker,Reinstated,11/15/2018,Active
2049223-DCA,Lakhaney Holdings LLC,Giant Laundromat,Laundries,Suspended,11/15/2018,Inactive
2055976-DCA,CLEAR WIRELESS & MORE INC,,Electronic & Appliance Service,Reinstated,11/15/2018,Active
2066495-1-DCA,FK 2 DELI INC,,Tobacco Retail Dealer,Suspended,11/15/2018,Inactive
2066715-1-DCA,J&PM THREE SERVICES CORP,BP GAS STATION,Tobacco Retail Dealer,Surrendered,11/15/2018,Inactive
2067627-DCA,CASMAS LAUNDROMAT INC,,Laundries,Suspended,11/15/2018,Active
2075026-1-DCA,J&PM THREE SERVICES CORP,,Electronic Cigarette Dealer,Surrendered,11/15/2018,Inactive
2065662-1-DCA,BIG DADDY'S STATIONARY AND GROCERY CORP,,Tobacco Retail Dealer,Reinstated,11/15/2018,Inactive
1453578-DCA,QFLORIST INC.,,Stoop Line Stand,Reinstated,11/15/2018,Inactive
2074347-DCA,AMY GROCERY MINIMARKET INC,,Stoop Line Stand,Suspended,11/15/2018,Active
2047827-DCA,,,Home Improvement Salesperson,Reinstated,11/15/2018,Active
2035916-1-DCA,COLUMBIA SMOKE SHOP INC,,Tobacco Retail Dealer,Revoked,11/15/2018,Active
2055136-2-DCA,LUCKY GROCERY INC.,,Tobacco Retail Dealer,Reinstated,11/15/2018,Inactive
2070352-DCA,,,Tow Truck Driver,Reinstated,11/15/2018,Active
1196757-DCA,RUNWAY TOWING CORP.,,Tow Truck Company,Reinstated,11/16/2018,Active
1242231-DCA,"ROEBLING DELI STOP ONE, INC.",,Tobacco Retail Dealer,Surrendered,11/16/2018,Inactive
1304761-DCA,DRIGGS FREEDOM DELI CORP.,,Tobacco Retail Dealer,Reinstated,11/16/2018,Active
1355863-DCA,WILLIS GOURMET DELI CORP.,,Tobacco Retail Dealer,Revoked,11/16/2018,Inactive
2031075-2-DCA,HOLISTIC RESOURCES INC.,7-ELEVEN STORE #39775A,Tobacco Retail Dealer,Revoked,11/16/2018,Inactive
2051651-2-DCA,AL MUTAZ CANDY & GROCERY INC,,Tobacco Retail Dealer,Reinstated,11/16/2018,Inactive
2052090-2-DCA,ZUBAIDI II GROCERY CORP,,Tobacco Retail Dealer,Reinstated,11/16/2018,Inactive
2032469-1-DCA,CENCERRO DELI CORP,,Tobacco Retail Dealer,Suspended,11/17/2018,Active
2032493-DCA,YES TIRES INC,,Secondhand Dealer - General,Suspended,11/17/2018,Active
2061535-2-DCA,SALAM DELI GROCERY INC,,Tobacco Retail Dealer,Revoked,11/17/2018,Inactive
2011506-DCA,AARON'S SALES & LEASE OWNERSHIP,,Electronics Store,Suspended,11/17/2018,Active
2065546-1-DCA,VEGAS CANDY & TOBACCO SHOP INC,,Tobacco Retail Dealer,Suspended,11/17/2018,Active
2023202-DCA,"El Rancho Nuevo Supermarket, Corp.",,Stoop Line Stand,Suspended,11/18/2018,Inactive
2029160-DCA,P&L HOME APPLIANCE CENTER,,Secondhand Dealer - General,Suspended,11/18/2018,Inactive
2066814-1-DCA,5 STAR JAMAICA DELI CORP,,Tobacco Retail Dealer,Suspended,11/18/2018,Active
1466959-DCA,"NASEB FOODS, INC.",MET FRESH SUPERMARKET,Stoop Line Stand,Suspended,11/18/2018,Active
0999264-DCA,"ACCOUNT CONTROL TECHNOLOGY, INC.",,Debt Collection Agency,Surrendered,11/19/2018,Inactive
1275877-DCA,ACCOUNT CONTROL TECHNOLOGY INC.,,Debt Collection Agency,Surrendered,11/19/2018,Inactive
2008023-DCA,MERCHANTS AUTO SALES INC,,Secondhand Dealer - Auto,Surrendered,11/19/2018,Inactive
2010718-1-DCA,302 Chelsea Foods Inc.,7 Eleven Store #35630A,Tobacco Retail Dealer,Surrendered,11/19/2018,Inactive
2068936-DCA,Magic Operating Corp,Magic Car Wash & Lube,Car Wash,Suspended,11/19/2018,Inactive
1315898-DCA,PEDRO RINCON,RINCON JEWELRY 11,Secondhand Dealer - General,Surrendered,11/20/2018,Inactive
1341581-DCA,"PEDRO, RINCON",RINCON JEWELRY II,Pawnbroker,Surrendered,11/20/2018,Inactive
2001621-2-DCA,MAYAN CONVENIENCE CORP.,,Tobacco Retail Dealer,Revoked,11/20/2018,Inactive
2002128-2-DCA,LEODANY GROCERY INC,,Tobacco Retail Dealer,Revoked,11/20/2018,Inactive
2020385-DCA,PV PARKING V CORP,,Garage,Surrendered,11/20/2018,Inactive
2043358-1-DCA,AD DALI FOOD CORP,,Tobacco Retail Dealer,Revoked,11/20/2018,Inactive
2064508-DCA,173 E SECOND ST LAUNDRY CORP.,FRESH LAUNDRY & CLEANERS,Laundries,Surrendered,11/20/2018,Inactive
2077116-DCA,"AUTO AMERICA NY, INC.",,Secondhand Dealer - Auto,Surrendered,11/20/2018,Inactive
2055594-2-DCA,2020 HEALTHY DELI CORP,,Tobacco Retail Dealer,Reinstated,11/20/2018,Inactive
2067797-DCA,"NEXT@GREENWICH, LLC",NEXT CLEANERS,Laundries,Reinstated,11/20/2018,Active
0789471-DCA,"MEHTA, MEETA J",,Newsstand,Surrendered,11/21/2018,Inactive
1380065-DCA,RAFAY MOBILE INC,,Electronics Store,Surrendered,11/21/2018,Inactive
2053449-DCA,LOUZZA LLC,Mon Gateau,Sidewalk Cafe,Surrendered,11/21/2018,Inactive
2079680-1-DCA,TOBACCO CITY CANDY AND GROCERY CORP,,Tobacco Retail Dealer,Surrendered,11/21/2018,Inactive
2030045-DCA,"AFFORDABLE CARS OF QUEENS, INC",,Secondhand Dealer - Auto,Reinstated,11/21/2018,Inactive
2039677-1-DCA,NY BIG DELI 1 CORP,,Tobacco Retail Dealer,Reinstated,11/22/2018,Active
1305923-DCA,321WIRELESS INC,,Electronics Store,Surrendered,11/23/2018,Inactive
2019552-DCA,WIRELESS CITY CORP. I,,Electronics Store,Suspended,11/23/2018,Inactive
2047767-DCA,St nicholas Wireless Inc,,Electronics Store,Suspended,11/23/2018,Inactive
2047814-DCA,S WIRELESS 165 INC.,SWIRELESS,Electronics Store,Suspended,11/23/2018,Inactive
2054921-DCA,6516 BAY PARKWAY INC,T-Mobile,Electronics Store,Suspended,11/23/2018,Inactive
2068134-DCA,M & M FISH MARKET CORPORATION,,Stoop Line Stand,Suspended,11/23/2018,Active
2024477-2-DCA,CIRCLE PLAZA DELI INC,,Tobacco Retail Dealer,Suspended,11/23/2018,Inactive
2005871-DCA,BIG CITY HAUL INC,,Tow Truck Company,Suspended,11/24/2018,Active
2076272-DCA,GALAXY BUSINESS SOLUTION LLC.,GALAXY BUSINESS SOLUTION,Secondhand Dealer - General,Suspended,11/25/2018,Inactive
1334120-DCA,SEA BREEZE PHARMACY & MEDICAL SUPPLY INC.,,Tobacco Retail Dealer,Surrendered,11/26/2018,Inactive
1406993-DCA,DIAMOND GALLERIA DE ORO INC.,,Secondhand Dealer - General,Surrendered,11/26/2018,Inactive
2050041-2-DCA,S & M NEWSTAND & CONVENIENCE INC.,,Tobacco Retail Dealer,Surrendered,11/26/2018,Inactive
2063333-DCA,185 UP CLEANERS & DROP OFF LAUNDRY INC,,Laundries,Surrendered,11/26/2018,Inactive
2077574-DCA,HJ HOME APPLIANCES INC,,Electronic & Appliance Service,Surrendered,11/26/2018,Inactive
2006011-DCA,DA HING DEPARTMENT STORE INC.,,Stoop Line Stand,Reinstated,11/27/2018,Active
2027941-2-DCA,MY DELI GROCERY CORP I,,Tobacco Retail Dealer,Reinstated,11/27/2018,Inactive
1047751-DCA,"MEHTA, MEETA J",,Tobacco Retail Dealer,Surrendered,11/28/2018,Inactive
2012074-1-DCA,MI MUNDO DELI GROCERY CORP,,Tobacco Retail Dealer,Revoked,11/28/2018,Inactive
2021158-DCA,"GAZIEV, DILSHOD",,Pedicab Driver,Reinstated,11/28/2018,Inactive
2032469-1-DCA,CENCERRO DELI CORP,,Tobacco Retail Dealer,Reinstated,11/28/2018,Active
2032493-DCA,YES TIRES INC,,Secondhand Dealer - General,Reinstated,11/28/2018,Active
2058951-DCA,TOWERS NY INC,,Dealer In Products,Surrendered,11/28/2018,Inactive
2067627-DCA,CASMAS LAUNDROMAT INC,,Laundries,Reinstated,11/28/2018,Active
2074538-1-DCA,302 Chelsea Foods Inc.,7 Eleven Store #35630A,Electronic Cigarette Dealer,Surrendered,11/28/2018,Inactive
1194306-DCA,"B.C. PAINTING, CORP.",,Home Improvement Contractor,Surrendered,11/29/2018,Inactive
1376140-DCA,COMPUTER WORKS & WIRELESS CENTER INC.,,Electronics Store,Surrendered,11/29/2018,Inactive
1411260-DCA,TH TRS CORP.,,Debt Collection Agency,Surrendered,11/29/2018,Inactive
2011714-DCA,COMPUTER WORKS & WIRELESS CENTER INC.,,Electronic & Appliance Service,Surrendered,11/29/2018,Inactive
2064162-DCA,NEW MODERN FRENCH CLEANERS INC.,,Laundries,Surrendered,11/29/2018,Inactive
2068000-DCA,"ELIZABETH, RIVAS",QUALITY CONSTRUCTION,Home Improvement Contractor,Surrendered,11/29/2018,Inactive
2066808-1-DCA,TWO STARS LUCKY DELI INC.,,Tobacco Retail Dealer,Suspended,11/29/2018,Active
1194304-DCA,,,Home Improvement Salesperson,Surrendered,11/29/2018,Inactive
2024477-2-DCA,CIRCLE PLAZA DELI INC,,Tobacco Retail Dealer,Reinstated,11/29/2018,Inactive
2020070-DCA,,,Tow Truck Driver,Reinstated,11/29/2018,Active
1415546-DCA,SHREE SAI FOOD MART INC.,,Tobacco Retail Dealer,Reinstated,11/30/2018,Active
2032941-1-DCA,171 WEST DELI CORP,,Tobacco Retail Dealer,Revoked,11/30/2018,Inactive
2047120-1-DCA,SIRI MEAT MARKET CORP,CARNICERIA LA PLAZA MEAT MARKET,Tobacco Retail Dealer,Reinstated,11/30/2018,Inactive
2057506-DCA,"Sprint Spectrum, LP",Sprint,Electronics Store,Suspended,11/30/2018,Inactive
2014083-DCA,ALJANOUB NATURAL DELI CORP,,Stoop Line Stand,Suspended,11/30/2018,Active
2030249-2-DCA,SHARP DELI & GROCERY CORP,,Tobacco Retail Dealer,Reinstated,11/30/2018,Inactive
2058309-DCA,ALLIANCE JFK PARKING INC,,Parking Lot,Reinstated,11/30/2018,Inactive
1463842-DCA,JACK'S GROCERY & DELI CORP.,,Tobacco Retail Dealer,Surrendered,11/30/2018,Inactive
2073072-1-DCA,Brooklyn Vapors Inc.,Brooklyn Vapors,Electronic Cigarette Dealer,Surrendered,11/30/2018,Inactive
1473580-DCA,"FAMOUS DELI & GRILL, INC.",,Tobacco Retail Dealer,Suspended,11/30/2018,Inactive
2079675-DCA,L & P LAUNDROMAT INC.,,Laundries,Surrendered,11/30/2018,Inactive
2038460-DCA,"BL 30 CARMINE NY, LLC",,Sidewalk Cafe,Suspended,11/30/2018,Active
2044285-1-DCA,1285 ROYALE GOURMET DELI AND GROCERY CORP,,Tobacco Retail Dealer,Revoked,11/30/2018,Inactive
2011197-1-DCA,J M DELI GROCERY CORP I,,Tobacco Retail Dealer,Suspended,11/30/2018,Inactive
2066808-1-DCA,TWO STARS LUCKY DELI INC.,,Tobacco Retail Dealer,Reinstated,12/1/2018,Active
2034456-1-DCA,TREASURE TROVE SMOKE SHOP INC,,Tobacco Retail Dealer,Suspended,12/1/2018,Active
2009348-DCA,,,Tow Truck Driver,Suspended,12/1/2018,Inactive
1459845-DCA,"TWO BIKES, LLC",DUDLEY'S,Sidewalk Cafe,Suspended,12/1/2018,Active
2023051-DCA,"WIRELESS SMART, INC.",,Electronics Store,Suspended,12/3/2018,Inactive
1089180-DCA,"TIP TOP AUTO CARE, INC.",,Secondhand Dealer - General,Surrendered,12/3/2018,Inactive
2056492-DCA,JWD COMMUNICATIONS INC,METROPCS,Electronics Store,Suspended,12/3/2018,Inactive
1343003-DCA,TENZAN NEW YORK CORP.,TENZAN JAPANESE RESTAURANT,Sidewalk Cafe,Reinstated,12/3/2018,Inactive
2030147-2-DCA,JFK SMOKE SHOP INC,,Tobacco Retail Dealer,Suspended,12/3/2018,Inactive
2062900-DCA,"CHO, MAN KEE",,Laundries,Surrendered,12/3/2018,Inactive
2028746-2-DCA,OXFORD DELI GROCERY INC,,Tobacco Retail Dealer,Surrendered,12/4/2018,Inactive
2062286-DCA,"SUDSATIONAL LAUNDROMAT, INC",,Laundries,Surrendered,12/4/2018,Inactive
0913281-DCA,PRESTAMOS PEPE INC.,,Pawnbroker,Suspended,12/4/2018,Active
2055739-2-DCA,TOTTENVILLE GOURMET DELI AND SMOKE SHOP INC,,Tobacco Retail Dealer,Reinstated,12/4/2018,Inactive
2028970-2-DCA,BEDFORD PARK DELI INC,,Tobacco Retail Dealer,Revoked,12/4/2018,Inactive
2028428-2-DCA,4710 CANDY STORE CORP,,Tobacco Retail Dealer,Revoked,12/4/2018,Inactive
2067813-1-DCA,POLONICA POLISH DELI & GROCERY INC.,,Electronic Cigarette Dealer,Surrendered,12/4/2018,Inactive
1339002-DCA,"DOLORES CONVENIENCE & GROCERY, INC.",,Stoop Line Stand,Suspended,12/4/2018,Inactive
2023711-2-DCA,POLONICA POLISH DELI & GROCERY INC.,,Tobacco Retail Dealer,Surrendered,12/4/2018,Inactive
1465466-DCA,"M&M GOURMET DELI, INC.",,Tobacco Retail Dealer,Revoked,12/5/2018,Active
2053142-DCA,CELLULAR HOTSPOT INC,,Secondhand Dealer - General,Surrendered,12/5/2018,Inactive
2044285-1-DCA,1285 ROYALE GOURMET DELI AND GROCERY CORP,,Tobacco Retail Dealer,Reinstated,12/5/2018,Inactive
2066866-1-DCA,BROOKLYN VAPE AND SMOKE SHOP INC,,Tobacco Retail Dealer,Reinstated,12/5/2018,Active
2050662-2-DCA,PAPA FOOD MARKET CORP,,Tobacco Retail Dealer,Reinstated,12/5/2018,Inactive
1450973-DCA,FULTON CORNER STORE CORP.,,Tobacco Retail Dealer,Revoked,12/5/2018,Inactive
2053128-DCA,CELLULAR HOTSPOT INC,,Electronics Store,Surrendered,12/5/2018,Inactive
2037856-1-DCA,BK DELI AND GROCERY CORP,,Tobacco Retail Dealer,Revoked,12/5/2018,Inactive
2052891-2-DCA,A & B NEW DELI GROCERY CORP,,Tobacco Retail Dealer,Revoked,12/5/2018,Inactive
2017324-DCA,IMAX WIRELESS CORP,,Electronics Store,Surrendered,12/5/2018,Inactive
2055528-DCA,,,Tow Truck Driver,Reinstated,12/5/2018,Active
2036346-DCA,DIAMOND JEWELRY III INC.,,Secondhand Dealer - General,Surrendered,12/5/2018,Inactive
2054151-DCA,"ARVIC'S DRY CLEANERS, INC.",,Laundries,Surrendered,12/5/2018,Inactive
2018520-DCA,,,Tow Truck Driver,Reinstated,12/5/2018,Active
1188147-DCA,"GREAT AUTO REPAIR SHOP, INC.",,Secondhand Dealer - General,Surrendered,12/5/2018,Inactive
2018429-DCA,IMAX WIRELESS CORP,,Electronic & Appliance Service,Surrendered,12/5/2018,Inactive
0855640-DCA,ASTRO PARKING LLC,,Garage,Surrendered,12/5/2018,Inactive
2032941-1-DCA,171 WEST DELI CORP,,Tobacco Retail Dealer,Reinstated,12/5/2018,Inactive
0784331-DCA,"MILILLO, MARGARET",,Newsstand,Suspended,12/6/2018,Inactive
1126071-DCA,"UHLFELDER, DAVID A",,Newsstand,Surrendered,12/6/2018,Inactive
2028280-2-DCA,FUNFAIR DELI CORP,,Tobacco Retail Dealer,Revoked,12/6/2018,Inactive
2047408-DCA,PARKWIZ LLC,,Garage,Reinstated,12/6/2018,Active
2042814-1-DCA,461 MUNCHIEZ DELI GROCERY CORP,,Tobacco Retail Dealer,Suspended,12/6/2018,Inactive
1403112-DCA,"CARDENAS, JORGE .R.",JRC JEWELRY REPAIR,Secondhand Dealer - General,Surrendered,12/6/2018,Inactive
1466959-DCA,"NASEB FOODS, INC.",MET FRESH SUPERMARKET,Stoop Line Stand,Reinstated,12/6/2018,Active
2060307-DCA,MOOGLE ENTERPRISES INC,,Secondhand Dealer - General,Surrendered,12/7/2018,Inactive
2010763-DCA,ICELL HOLDINGS INC,ICELL HOLDINGS INC.,Electronics Store,Surrendered,12/7/2018,Inactive
1459475-DCA,"AARON'S, INC.",AARON'S SALES AND LEASE OWNERSHIP,Secondhand Dealer - General,Suspended,12/7/2018,Active
1175835-DCA,"LAST CHANCE AUTO REPAIR, INC.",,Secondhand Dealer - General,Surrendered,12/7/2018,Inactive
2058309-DCA,ALLIANCE JFK PARKING INC,,Parking Lot,Suspended,12/7/2018,Inactive
1216862-DCA,"UHFELDER, DAVID",,Tobacco Retail Dealer,Surrendered,12/7/2018,Inactive
2032366-DCA,DYANMIC CELLULAR OF HILL SIDE AV CORP,,Electronic & Appliance Service,Suspended,12/7/2018,Active
2036831-1-DCA,A PLUS DELI INC.,,Tobacco Retail Dealer,Surrendered,12/7/2018,Inactive
2074678-1-DCA,DAVID UHLFELDER,,Electronic Cigarette Dealer,Surrendered,12/7/2018,Inactive
1323851-DCA,MIDTOWN AUTO CARE SERVICE INC.,,Garage,Surrendered,12/7/2018,Inactive
2010675-DCA,ICELL INCORPORATED,,Electronics Store,Surrendered,12/7/2018,Inactive
1451707-DCA,1705 DELI CORP.,UNIVERSITY DELI & GROCERY,Tobacco Retail Dealer,Revoked,12/7/2018,Inactive
2060310-DCA,MOOGLE ENTERPRISES INC,DISCOUNT DELI & GROCERY,Pawnbroker,Surrendered,12/7/2018,Inactive
1052384-DCA,"MONTILLA, RAFAEL E.",GARRISON DELI GROCERY,Tobacco Retail Dealer,Revoked,12/7/2018,Inactive
